RTECS_ID,Toxicity_Class
0091075513,0
0139886285,0
0121532432,0
0074797210,0
0000814493,1
0054881571,0
0054022694,0
0107761273,0
0008001501,1
0000548685,0
0076696850,1
0065808675,0
0032449926,0
0033544002,1
0000262124,0
0042472844,0
0095857800,0
0032151090,0
0000050339,0
0063981282,0
0013289139,0
0039209262,0
0000584281,0
0018279215,1
0006728263,0
0061197704,0
0067242517,1
0056916688,1
0062929913,0
0035891691,1
0060444931,0
0052419724,0
0030798904,0
0058182722,0
0000477327,0
0003891745,1
0000738998,1
0096591489,0
0088918018,0
0073553727,1
0112446589,0
0064467512,1
0042019341,0
0146824875,1
0061508052,0
0079759425,0
0085684464,1
0000100185,0
0073426025,0
0016297362,0
0081518356,0
0000079083,1
0091793430,0
0003761533,0
0060919111,0
0000115264,1
0108086482,0
0116162744,0
0000699105,0
0124428382,0
0128960123,0
0053514797,0
0022796641,1
0067465127,0
0149338261,0
0109193308,0
0091857668,0
0024011685,0
0101394187,1
0038519947,0
0067292891,0
0039718713,0
0088220900,0
0059943316,0
0038589149,0
0000275514,0
0065009247,1
0110480483,0
0173087597,1
0069467067,0
0012728255,1
0067293838,0
0058708466,0
0099661651,0
0065009509,1
0092115907,0
0052934857,1
0072353196,0
0000105577,0
0036050336,0
0014025560,0
0113367934,0
0020845630,0
0026413854,0
0145071529,1
0074758217,1
0063915957,0
0080689185,0
0103766683,0
0005100038,0
0089781726,1
0000078422,0
0137053000,0
0023189415,0
0029779600,0
0029218255,0
0037483537,0
0106917526,1
0076505583,0
0005346383,0
0090729150,0
0083767093,0
0126794863,1
0000086500,1
0002989211,0
0059118217,0
0015068618,0
0001162965,1
0065907439,1
0015686836,1
0071628961,0
0006047172,0
0084044304,0
0000869487,1
0077694316,0
0026726750,0
0000059585,0
0000087332,0
0000760236,0
0073941045,0
0000555895,0
0067306007,0
0109647441,0
0059635960,0
0027068060,0
0089781862,0
0040284273,1
0000628944,0
0010180026,0
0086758932,0
0071121863,0
0000067481,0
0010601680,0
0041287676,0
0056707961,0
0098533165,0
0042018600,0
0053490781,1
0077248454,1
0102585604,0
0054986479,0
0026649401,1
0006738632,0
0075255015,0
0073927409,0
0081963828,0
0028789777,0
0026258708,0
0080305244,0
0063732934,0
0088339199,0
0055228449,0
0069353226,0
0077234878,0
0081892355,0
0003252435,1
0101820671,0
0118516204,1
0000629174,1
0007728407,1
0038591525,0
0027506816,0
0110543845,0
0056509887,0
0125981897,1
0069782269,1
0082875705,0
0071548599,0
0063834468,0
0000057556,0
0134049686,0
0160893890,0
0092403515,0
0073696658,1
0000072435,0
0013904397,1
0064037065,0
0101976607,1
0055290647,0
0010187798,0
0122186883,0
0040796972,1
0093027884,1
0072894247,0
0024963368,0
0100537302,0
0002922545,0
0028981977,0
0024570067,0
0051234663,0
0110406536,0
0073758584,0
0071079226,0
0028249776,0
0035133585,1
0004312974,0
0071788324,0
0017902237,0
0039718815,0
0061734029,0
0071079997,0
0004956143,0
0039760195,0
0020110569,1
0161364507,0
0003670073,0
0136410101,0
0014102411,0
0098534157,0
0145071358,0
0000074113,0
0000500425,0
0038238243,0
0013444149,0
0067026793,0
0035041920,0
0071821153,0
0056265226,0
0062832466,0
0000616911,0
0000128530,1
0000071636,1
0005459585,0
0074123618,0
0049780101,1
0074758228,0
0002279847,1
0111711558,0
0001085321,1
0027338621,0
0022877765,0
0060352536,0
0036158324,0
0017455139,0
0073622705,0
0000067732,0
0063716687,0
0027246919,0
0022331288,0
0000054808,0
0021240006,0
0101578272,0
0110406423,0
0005029469,0
0143691638,1
0057808636,0
0003766812,1
0002144083,0
0041735459,0
0055285057,1
0006239107,0
0041083118,0
0007696120,0
0020753315,0
0115550351,0
0141177562,0
0030979023,1
0033263002,1
0057036938,0
0050529027,0
0074764935,0
0052321514,0
0083767026,0
0057645406,0
0061197657,0
0130796746,0
0091017082,0
0130260070,0
0082102747,0
0123823676,0
0091857339,0
0055311416,0
0016264929,0
0003781280,1
0025311711,1
0001631294,1
0042780314,0
0003770976,0
0105124718,0
0160893914,0
0028939700,0
0083359482,0
0094771978,0
0059133390,0
0050528637,1
0051308602,0
0087566389,0
0071548260,0
0029923317,0
0000092502,0
0030184884,1
0074899620,0
0000093834,0
0083766987,0
0001508754,0
0062666200,0
0000155599,1
0023279552,0
0136410452,0
0025517582,1
0003122018,1
0023557837,1
0091092636,0
0075217559,0
0000108872,0
0033544217,1
0003228022,0
0054022649,0
0013356086,0
0007689034,1
0077529443,0
0069047398,0
0000729464,0
0021263092,0
0073688945,1
0072117590,0
0053885384,1
0000090222,0
0001673069,0
0016714684,0
0089703093,0
0067932007,0
0013364459,0
0000318989,0
0051707552,0
0002552558,1
0033210558,1
0002425663,1
0069482980,0
0003336343,0
0066181597,0
0034580682,0
0083767004,0
0107788045,0
0019594388,1
0000124630,1
0036072885,0
0000069727,0
0034763310,0
0007496539,0
0000934872,0
0035788284,1
0055976471,1
0060232113,0
0031150988,0
0023338605,0
0007411996,0
0029670175,0
0073553772,1
0105310392,0
0021363188,0
0123769391,0
0007562881,0
0078327329,0
0155144459,0
0005706809,1
0001257085,0
0000090302,0
0101040862,0
0001812302,0
0018910651,0
0022929313,0
0053298058,0
0002712938,0
0000080331,0
0006846351,0
0097139598,0
0002898068,0
0000534087,0
0068061267,0
0138112820,0
0017291882,0
0062214317,0
0051762051,0
0139158240,0
0000117555,0
0134871037,0
0116805506,0
0059264312,0
0010517212,0
0043210679,0
0065202633,0
0035728031,1
0025417203,0
0030075015,0
0022156510,0
0142469689,1
0069806504,0
0063884548,0
0014697462,0
0017100844,0
0005957755,0
0002430275,0
0000794445,0
0071119114,1
0000057396,1
0027254360,0
0000075650,0
0057801953,0
0075463397,0
0028058620,0
0000102567,1
0014435279,1
0058944733,0
0003613885,0
0101001449,0
0000313053,1
0031397098,0
0189624860,0
0081892446,0
0003176032,0
0001050482,0
0023189324,0
0053605075,1
0001508652,0
0055636925,0
0087896386,0
0031591727,0
0052213760,0
0073553658,1
0022956281,0
0030272083,0
0020884779,0
0074405984,0
0098532742,0
0069378456,1
0098840892,0
0006794941,0
0038338964,1
0169808008,0
0070547045,0
0039905572,0
0003738065,0
0003734585,1
0070458923,0
0056972975,0
0071824652,0
0105115400,0
0069365782,0
0027588472,0
0068572372,0
0071795272,1
0000054717,1
0084060242,0
0104867278,1
0054549198,1
0000076299,0
0148190185,0
0076840169,0
0012672296,0
0002905239,0
0064037532,1
0119585045,0
0112634534,0
0092115952,0
0056548517,0
0141358238,1
0099661731,0
0042576023,0
0081409929,1
0054504744,0
0004337477,0
0098532651,0
0119585307,0
0019251719,0
0067026748,0
0065009327,1
0014028127,0
0057529869,1
0013737934,0
0074162393,0
0073806572,0
0019477464,1
0013461013,0
0055898334,0
0072041953,0
0027246851,0
0061197555,0
0055283686,0
0037938640,0
0016485102,0
0014556888,0
0000822480,0
0091911738,0
0007659861,0
0122199024,0
0057319821,0
0123792698,0
0057667284,1
0013736704,0
0124427798,0
0056998459,0
0013363003,0
0018464396,0
0071253695,0
0072170366,0
0070485391,0
0103182656,0
0000089327,0
0067205292,0
0072461597,0
0000302170,0
0019382491,0
0004136974,0
0068572383,0
0071823524,0
0031898483,0
0032808632,0
0159584824,0
0031189067,0
0096199789,1
0042023814,0
0128433249,0
0124534129,0
0039718804,0
0077636830,0
0019225162,0
0119585089,0
0121943133,0
0086560078,0
0078218550,1
0062658166,0
0005610402,1
0106971420,0
0025509062,0
0021868393,0
0041365280,0
0070541149,0
0084541628,0
0116776444,0
0112058987,0
0107811256,0
0042780007,0
0026474931,0
0030084287,0
0001922163,0
0074203637,0
0054504711,0
0052174148,0
0067205510,0
0000058322,0
0159086018,0
0091857522,0
0002315028,1
0004425369,0
0085018822,0
0029937164,0
0021761966,0
0072758464,0
0030978473,0
0060559991,0
0053808870,0
0073962319,0
0071821119,0
0021762005,0
0094011822,0
0075273835,0
0034763229,0
0001229523,0
0017332433,0
0005337428,0
0082560698,1
0034486709,0
0023554667,0
0001597826,0
0071565496,0
0015565294,0
0088580056,0
0181145391,0
0041406911,0
0002240417,0
0123392121,0
0076099075,0
0046231441,0
0000303979,0
0074417111,0
0114485813,0
0028328736,0
0128433385,0
0073213840,0
0145253629,0
0056979885,0
0002338183,0
0037613700,0
0134403728,1
0003060251,0
0081518458,0
0112058998,0
0003447958,0
0000759944,0
0013822054,1
0071510980,0
0113825879,0
0023279530,0
0066859641,1
0034144473,0
0023189471,0
0051989458,0
0135129429,0
0080221767,1
0027674540,1
0171199250,0
0000109524,0
0123392110,0
0178408167,0
0000880477,0
0142469894,1
0002255154,1
0085018946,0
0050513650,0
0003054215,1
0123524527,0
0000849558,1
0000123751,0
0139886241,1
0017258218,0
0063886500,0
0054187041,0
0038322699,1
0059430625,0
0051934760,0
0071821039,0
0033581907,1
0129476659,0
0003878191,0
0061196676,1
0076099291,0
0065907508,0
0127080017,1
0035195869,0
0017578368,1
0075917429,0
0054903376,0
0000105442,0
0000154698,1
0000963393,0
0051655879,0
0030438052,0
0005060582,1
0074650296,1
0015560608,0
0000464482,0
0003337711,0
0074168006,0
0028330203,0
0058722295,0
0040374150,0
0152423137,0
0007411496,0
0080866939,0
0055477195,0
0034332008,1
0030411268,1
0107811289,0
0052904537,0
0000340578,0
0070337007,0
0101001416,0
0025517559,1
0073826070,0
0028173844,0
0000059405,0
0002595531,1
0067026873,0
0070541207,0
0141079052,0
0069466666,1
0064529562,0
0056463684,0
0040889461,0
0019889544,0
0138112944,0
0056501361,1
0000818724,0
0159212438,0
0065009043,1
0111711901,0
0130921561,0
0053605097,1
0017969209,0
0150892743,0
0001217965,1
0041288102,0
0033544104,1
0001668684,1
0054951405,0
0069352881,0
0036853120,1
0034144484,0
0002312767,1
0035957643,0
0005826915,1
0005333824,0
0073426161,1
0001457461,0
0004752356,1
0021263241,0
0000079005,0
0137052950,0
0050871380,1
0121943111,0
0067306143,0
0028745053,0
0055416938,1
0000752567,0
0171668034,0
0063868359,0
0003254895,0
0004406411,0
0071257631,1
0066871554,0
0000422059,0
0086706118,0
0005351917,1
0068104029,1
0064467603,1
0131929083,0
0041484359,0
0148581560,0
0003998945,0
0032780646,0
0074627400,0
0145865903,0
0063504154,1
0020884848,0
0065009269,1
0060811167,0
0062052624,0
0063815598,0
0025357011,0
0024291701,0
0029800199,1
0000097449,1
0074137738,1
0005219647,0
0000120081,1
0069353000,0
0000314034,0
0051308760,0
0028673509,0
0111856349,0
0001824584,0
0070589070,1
0068657045,1
0067306041,0
0016297384,0
0035592519,0
0060763635,1
0004439241,0
0073972971,1
0035629620,0
0065048024,0
0055764288,0
0000050442,0
0040889552,0
0119558393,0
0056344924,0
0035788217,1
0132459053,0
0025224219,1
0041956723,0
0074004629,0
0000599791,0
0038063897,0
0000747900,0
0000058742,1
0025224491,0
0080844242,0
0126145797,0
0056583438,0
0076099053,0
0064038682,0
0083337648,0
0070829935,0
0023233887,1
0051706695,0
0079893508,0
0030650249,0
0023189448,0
0039557396,0
0000462602,0
0132764648,1
0017074441,1
0000608128,0
0060655143,0
0109523935,0
0042965684,0
0073553749,1
0060959208,0
0102429754,0
0123824066,0
0001704661,0
0066933128,0
0001851770,1
0003128436,0
0000134203,0
0023079289,0
0031971445,1
0126293343,0
0097638136,1
0020242368,0
0050590028,0
0056461337,1
0030687322,0
0013665888,0
0134999578,0
0000707175,0
0033034978,0
0024143155,0
0000145948,0
0053605166,1
0057377329,1
0057259231,0
0000894495,1
0071347416,1
0032081440,0
0014549327,1
0119585272,0
0021176885,1
0056717114,1
0000376896,0
0086832680,0
0056916633,0
0000078706,0
0000122429,0
0069570098,0
0018966375,0
0033335125,0
0015589318,1
0025410633,0
0024280931,0
0001076386,0
0000586061,0
0052271406,1
0000064437,0
0053412876,0
0011072938,1
0071079635,0
0055363081,0
0019889613,0
0153004489,0
0095546911,1
0129498346,1
0056934180,1
0125055756,1
0001808260,0
0060012886,0
0053621719,0
0017149256,0
0101691398,0
0005365479,0
0054903252,0
0145865743,0
0057831660,0
0113367923,0
0052583025,0
0035422196,0
0034866461,0
0082608104,0
0109018964,0
0004205521,0
0051037286,0
0025151002,0
0063659278,0
0016395032,0
0081877658,1
0099990280,0
0021284117,0
0095923425,0
0003179633,0
0093599269,0
0004075416,0
0103968883,0
0123199779,0
0065653830,0
0000082484,0
0000070100,0
0056296787,0
0017072887,0
0063998221,0
0002440451,1
0001918167,1
0005810866,0
0067465661,0
0068060888,0
0126150876,0
0136996720,0
0064647310,1
0000351360,0
0022683223,1
0002593159,0
0101651778,0
0055558980,0
0002169440,0
0071916546,1
0025958401,0
0061326043,0
0000595211,1
0056973081,0
0054393101,0
0022824426,0
0068061290,0
0041789360,0
0084459916,0
0136410236,0
0042469396,0
0155029337,0
0034486696,0
0075017311,0
0015083495,0
0062031952,1
0016562133,0
0100751799,1
0063931975,0
0073459037,0
0078533627,0
0067306074,0
0001929824,0
0070275591,0
0055661386,1
0081996498,0
0086758965,0
0126054500,0
0025367731,0
0020566976,0
0002664633,0
0003425614,0
0065116292,0
0000108429,0
0082560336,1
0074976242,0
0023564865,1
0106147697,1
0098130837,1
0055179312,0
0041931980,0
0072133529,0
0038063922,0
0023513146,1
0078113367,0
0069766627,0
0040771311,0
0093814381,0
0180537751,0
0119033986,0
0002452940,0
0001245336,0
0016657708,0
0066949595,0
0137521609,0
0051308771,0
0002055290,1
0102584372,0
0065642377,0
0072758486,0
0104946829,1
0017291860,1
0070842078,0
0025517775,1
0071821482,0
0002983586,0
0002605701,1
0005634377,0
0030297713,1
0087896444,0
0051308737,0
0062232466,0
0141079176,0
0013474663,1
0124312829,0
0084044279,0
0035877419,0
0055658474,0
0000113188,1
0057557650,0
0006923224,1
0033400474,1
0000484208,0
0015382839,0
0141177620,0
0113597389,0
0029820324,0
0056948120,0
0054010810,0
0153876756,0
0007640337,0
0076239377,0
0059179816,0
0050884849,0
0074167912,0
0050593685,0
0023598596,0
0109524007,0
0080930912,0
0102071034,1
0026590170,0
0033544171,1
0129230064,0
0023348370,0
0003825261,0
0061706410,0
0123199804,0
0095510706,0
0124066451,0
0016401802,0
0002440224,0
0071795261,1
0051234345,0
0012704904,0
0000079276,1
0143691809,1
0074240918,0
0032617268,0
0002066719,0
0126598116,0
0071079293,0
0010185009,0
0091857748,0
0003820675,0
0000059507,0
0053103529,0
0026740910,0
0072042070,0
0126936194,1
0001772038,0
0016726468,0
0128433283,0
0068572305,0
0115174204,0
0070541230,0
0091857431,0
0036765987,1
0063614846,0
0128366110,0
0041323711,0
0085732305,0
0023674864,0
0004433367,0
0017183118,0
0017804498,0
0000830897,0
0025377768,1
0003683612,0
0002949226,0
0069353179,1
0001698813,1
0133118271,0
0000104063,0
0000107313,0
0002425163,1
0103291345,1
0039831555,0
0073927318,0
0060539200,0
0108086471,0
0000485314,0
0039547347,0
0070596757,0
0067026624,0
0002274955,1
0004097896,0
0000587611,0
0057529870,0
0067931991,1
0161364687,0
0081862159,1
0077694225,0
0125055676,1
0005579066,0
0061658886,0
0035841635,1
0063867743,0
0073684692,0
0075333083,0
0015420572,0
0109333428,0
0070143781,0
0157596344,0
0000597648,1
0133147134,0
0148190210,0
0002032486,0
0002516463,0
0081102570,0
0057647413,0
0055294150,0
0126567815,0
0032306222,1
0091617504,0
0002595519,1
0000340523,0
0000985126,0
0002667336,1
0000554847,0
0053088178,0
0000121335,0
0037419582,0
0031897902,0
0000511557,0
0000533744,1
0078915476,0
0054728277,0
0000134587,0
0000616444,0
0159852661,0
0080843830,0
0053885599,1
0000059052,1
0071680621,0
0028169531,0
0014419013,0
0115174168,0
0031185532,0
0106266062,1
0071206092,0
0040399835,0
0001946265,0
0083843394,0
0039547574,1
0053696745,0
0014698294,0
0109461316,0
0075899148,1
0003625181,1
0068157608,0
0085195762,0
0061734132,0
0068256268,0
0087948752,0
0000097949,0
0071031157,0
0002111264,1
0005526114,1
0077796022,0
0021838493,0
0072945234,0
0018722800,1
0052053824,1
0005348970,0
0037744868,1
0052042316,0
0003038559,0
0007447441,0
0079759312,0
0099661673,0
0013246021,0
0065894828,0
0035972588,0
0080843818,0
0059594262,0
0075273879,0
0056383063,0
0003761420,1
0000152476,0
0105219634,0
0001040239,0
0074797276,0
0089660060,0
0000532763,0
0075020358,1
0003813056,0
0012224021,0
0000150130,0
0040284002,0
0050884872,0
0057859479,0
0057831853,0
0100908676,0
0074607640,1
0000125644,0
0160730449,0
0051803782,0
0000767000,0
0076061819,0
0000342698,0
0072558828,0
0004394007,0
0086627670,1
0037160068,1
0003576656,0
0005234684,0
0023031369,1
0187231374,0
0171853013,0
0109193273,0
0069226068,0
0079989256,0
0100800280,0
0024549062,0
0001867829,1
0020884906,0
0071008587,0
0079478801,0
0038004341,0
0071080109,1
0021484571,0
0040680873,0
0078128753,0
0040967086,0
0013724191,0
0040819930,0
0058774100,1
0036040230,1
0054028896,0
0138668583,0
0000302830,0
0144485869,0
0005585739,0
0042445589,0
0109193331,0
0085080188,0
0065907542,1
0051928804,0
0063766290,1
0000155975,1
0002154021,1
0082123157,0
0068293390,0
0046343151,0
0002274115,0
0099263362,0
0000134496,1
0000712914,0
0002445070,1
0056972839,0
0067242459,1
0004171135,0
0006550578,0
0000109068,0
0053346740,0
0053039864,0
0000100527,1
0020855985,0
0040698246,0
0037431393,1
0107811212,0
0145865798,0
0173165305,0
0000611745,0
0000078126,0
0023565108,1
0000075252,0
0034042858,1
0058763272,0
0002346998,1
0000103344,0
0003347486,0
0071814261,0
0000107700,0
0081963793,0
0003277267,0
0029701073,0
0073931870,0
0067441252,0
0088364492,0
0002984590,1
0002001958,1
0051338273,0
0000096662,0
0002881314,0
0141079085,0
0074758308,0
0000794934,0
0023922885,1
0001005716,1
0132992520,0
0000066320,1
0073425511,0
0097844934,0
0002347275,1
0078313594,0
0061450348,1
0000598163,0
0145865889,0
0000533755,0
0003851307,0
0041400855,0
0088222086,0
0080843998,0
0000142621,0
0000107982,0
0037853057,0
0110406412,0
0001573564,1
0000305339,0
0009067327,0
0016064145,0
0002641567,0
0124187071,0
0112393018,0
0004016711,0
0076099337,0
0001230337,0
0035629539,0
0069226148,0
0034763434,0
0083376856,0
0000146907,0
0063986298,0
0000572485,0
0055417180,0
0000095487,0
0000066831,0
0068763951,0
0083123540,0
0083540130,0
0004710172,0
0001615027,0
0070558155,0
0015457053,0
0022708425,0
0141079096,0
0156991990,0
0064050700,1
0000093787,0
0002765915,0
0002274808,0
0093599112,0
0025413416,0
0016034778,0
0066967611,0
0000082984,0
0073825726,0
0141599497,0
0001772812,0
0103181788,0
0083338367,0
0101997517,0
0021282440,0
0060943080,0
0016221651,0
0001138881,0
0032986564,0
0101247249,1
0005287467,0
0002139471,0
0000494473,0
0064038080,0
0001163082,0
0069353102,1
0093509650,0
0030979001,1
0042019318,0
0040163562,0
0019730279,0
0073931905,0
0086870033,0
0000987780,0
0070886543,0
0077248396,1
0000085529,0
0000099309,0
0071795238,0
0015560084,0
0068572418,0
0000587633,0
0000789980,0
0129944861,0
0063146612,0
0117702155,0
0000138921,0
0000150696,0
0014241179,0
0086398858,1
0004740118,0
0005843652,0
0061749017,0
0041510069,1
0063233921,0
0001256242,1
0017754904,0
0002034619,0
0065907428,0
0000762425,0
0003564270,0
0055228438,0
0074162337,0
0058256465,1
0000111024,0
0004323006,0
0001078791,1
0073972664,0
0070384973,0
0013724179,0
0102336141,1
0067466119,0
0076752119,0
0068700903,0
0007303460,0
0069025076,0
0000540636,0
0031185667,0
0122100474,0
0105124558,0
0110406296,0
0051757825,0
0084646844,0
0030311489,0
0107314443,0
0068704790,0
0068060786,0
0003652220,0
0147528389,0
0039213144,0
0005407705,0
0000079221,1
0013523869,1
0036431762,0
0032306324,1
0057801942,0
0023595008,0
0110871868,0
0003577013,0
0075011653,0
0136410327,0
0040890888,0
0000067969,1
0002765971,0
0066913517,0
0001617909,0
0070145834,1
0093865373,0
0041932790,0
0152423160,0
0109523855,0
0113368017,0
0100093398,0
0050413166,0
0041287314,0
0006683176,0
0067026680,0
0059180142,0
0171853171,0
0068656666,1
0014028149,0
0040119297,0
0064097547,0
0005213354,1
0000137860,0
0029098155,0
0003761419,1
0020884757,0
0068159079,0
0002198541,0
0027013918,0
0085080199,0
0000090095,1
0031644469,0
0103182703,0
0107349859,1
0041829087,0
0087285834,0
0015647082,0
0027588449,0
0064011683,1
0071432172,0
0103900023,0
